poll_id,answer,pollscore,sample_size,pct,stage,transparency_score,numeric_grade,end_date,ranked_choice_reallocated
25,Yes,65.85562832187861,1264,45.720758247189224,Special,0.9263844226952642,42.08734754938632,2024-03-18,TRUE
26,Undecided,91.79509109817445,1232,40.60319438576698,General,0.47584057901985943,33.71828452218324,2024-07-31,FALSE
27,No,98.92942365258932,605,46.19094558991492,General,0.8624273934401572,3.434663638472557,2024-11-01,FALSE
28,Yes,2.0355529384687543,1116,53.67161484900862,General,0.6728213648311794,30.69411034230143,2024-01-07,FALSE
29,Undecided,22.630667383782566,1418,59.16051964275539,Primary,0.9098190779332072,0.7041979348286986,2024-01-30,FALSE
30,Undecided,81.87056030146778,2559,46.647667032666504,Primary,0.6294060065411031,13.818093435838819,2024-03-19,FALSE
31,No,94.74592234473675,1591,42.03240838833153,General,0.9442281457595527,96.86533042695373,2024-01-09,FALSE
32,Undecided,20.640347921289504,1215,40.42431119363755,Special,0.12435110518708825,43.50422844290733,2024-10-21,FALSE
33,Yes,75.40682225953788,637,48.99475264362991,Primary,0.1513664445374161,52.80394111759961,2024-10-19,FALSE
34,Undecided,51.30353085696697,1932,48.64130924921483,Primary,0.06587963830679655,49.08553326968104,2024-04-15,FALSE
35,No,65.03941260743886,1929,45.284456382505596,General,0.13361278222873807,67.45949280448258,2024-06-24,FALSE
36,No,9.894059901125729,731,46.133575178682804,Special,0.1142499977722764,37.252419465221465,2024-06-01,FALSE
37,Yes,56.334572937339544,1023,44.16211452335119,Special,0.20152347651310265,17.85587058402598,2024-03-31,FALSE
38,No,24.27945495583117,2226,45.65017177723348,General,0.58355348627083,63.81212822161615,2024-03-08,FALSE
39,Yes,17.64530874788761,738,45.76076273806393,Primary,0.7755754655227065,46.6135079972446,2024-05-14,FALSE
40,No,91.99751187115908,1954,58.71658807154745,Special,0.20348392752930522,45.259639574214816,2024-03-10,FALSE
41,Yes,59.91148401517421,1314,56.68568178080022,General,0.1932558745611459,38.81931477226317,2024-05-15,FALSE
42,No,10.170186311006546,2819,44.61952332407236,General,0.6851768314372748,52.785005839541554,2024-08-10,FALSE
43,Undecided,43.73153618071228,1372,43.269830658100545,Primary,0.8356635163072497,20.584397111088037,2024-08-25,TRUE
44,Yes,67.10083386860788,1030,44.09676601178944,Special,0.9950801378581673,83.49888965021819,2024-03-26,FALSE
45,Yes,61.18442609440535,1945,48.75541242770851,General,0.4789623050019145,54.63719111867249,2024-07-13,FALSE
46,Yes,1.8544493708759546,2448,49.126381911337376,Special,0.7318983527366072,23.757785139605403,2024-06-11,FALSE
47,Yes,48.91778780147433,1544,41.45390170160681,Primary,0.8598595815710723,44.75919308606535,2024-09-15,FALSE
48,Yes,46.8318241648376,1585,48.44064827542752,Primary,0.530959066003561,47.68451671116054,2024-02-05,FALSE
49,Undecided,36.593783809803426,2059,52.98682133667171,Special,0.3138337838463485,92.97293247655034,2024-02-04,FALSE
50,No,51.89112275838852,2345,56.881525265052915,Primary,0.7540781903080642,48.31443643197417,2024-05-14,FALSE
51,Yes,39.883575798012316,2923,40.772311203181744,Special,0.8000828833319247,28.867648914456367,2024-05-24,FALSE
52,No,78.68776272516698,2227,54.120666733942926,Primary,0.552123059052974,75.83795082755387,2024-04-09,FALSE
53,Yes,73.34004631265998,1725,42.80222710687667,Primary,0.29237440414726734,90.52377943880856,2024-04-20,TRUE
54,Yes,40.3194350656122,616,57.034899182617664,General,0.1860147004481405,42.73128199856728,2024-10-23,FALSE
55,No,44.59353892598301,2287,55.58256526477635,Primary,0.3178851720876992,99.848473793827,2024-10-11,FALSE
56,Undecided,73.88209418859333,996,41.693086684681475,Special,0.13606238295324147,12.455571116879582,2024-09-20,FALSE
57,Yes,81.46057813428342,1500,45.359026635997,General,0.9035064748022705,43.11113734729588,2024-02-24,FALSE
58,No,13.567060697823763,1580,43.347425744868815,Special,0.5035029861610383,65.08987562265247,2024-07-24,FALSE
59,Yes,83.09028772637248,1343,44.64350880123675,Special,0.2645167293958366,80.39110463578254,2024-04-30,TRUE
60,Yes,76.33709891233593,2539,51.30096571519971,Special,0.8591019124723971,74.96237251907587,2024-06-18,FALSE
61,Undecided,23.113567917607725,1597,46.63834039121866,Special,0.12818062375299633,4.728194558992982,2024-01-22,FALSE
62,Undecided,6.231761397793889,875,40.442128968425095,General,0.9984401224646717,34.47001550812274,2024-08-16,FALSE
63,Undecided,65.59917803388089,2754,44.83691785950214,Primary,0.6153572422917932,94.84464123379439,2024-05-10,FALSE
64,Yes,8.059061388485134,1947,40.319246826693416,Primary,0.6776886272709817,52.23604522179812,2024-10-15,TRUE
65,Undecided,57.94946930836886,2260,58.20630548521876,Primary,0.06123567186295986,74.8017494333908,2024-02-15,FALSE
66,No,4.553511715494096,2894,47.900814986787736,Primary,0.8096453440375626,30.40553017053753,2024-07-13,FALSE
67,Undecided,52.8745558578521,594,52.14848442003131,Special,0.5927086232695729,35.990968672558665,2024-07-14,FALSE
68,Yes,96.32808002643287,1309,52.729851212352514,Special,0.8029694973956794,69.65924478136003,2024-05-01,FALSE
69,No,82.9984025331214,2651,59.28308974020183,Primary,0.4320526486262679,8.009469090029597,2024-10-23,FALSE
70,Undecided,50.379842054098845,2647,50.58890250977129,Primary,0.6295035977382213,5.340100172907114,2024-01-26,FALSE
71,Undecided,11.9221200235188,509,57.09101586602628,Primary,0.16245735227130353,74.59157106932253,2024-03-19,FALSE
72,No,17.465158738195896,1692,51.79493877571076,Primary,0.8421411493327469,82.77116825338453,2024-09-19,FALSE
73,Yes,42.27320395875722,2976,51.81185488123447,Special,0.7159065857995301,82.4109262553975,2024-06-01,FALSE
74,Yes,60.65202741883695,2494,49.2023060657084,Special,0.2528190747834742,8.143951324746013,2024-09-26,FALSE
75,Undecided,83.52443815674633,2120,48.252476789057255,General,0.22604635846801102,46.90232446882874,2024-09-30,FALSE
76,Yes,33.3995294990018,2112,40.59828639961779,General,0.008209001272916794,69.82144217472523,2024-03-24,FALSE
77,Yes,44.294084096327424,2345,46.09686445444822,Primary,0.14593808446079493,4.8324837582185864,2024-02-25,FALSE
78,Undecided,24.567394191399217,2477,51.77850548643619,Special,0.3141045512165874,64.67693541198969,2024-06-19,FALSE
79,Undecided,31.099277222529054,1266,50.86609398946166,Special,0.8860701981466264,37.91645560413599,2024-01-04,FALSE
80,No,71.3131996570155,2932,53.778181383386254,Special,0.4707060009241104,58.819625293836,2024-05-06,FALSE
81,Yes,82.51613609027117,1154,41.12404431216419,Special,0.48016237979754806,67.84040052443743,2024-06-11,FALSE
82,Yes,43.92782768700272,1424,51.62726193200797,Special,0.23105804971419275,92.08718568552285,2024-07-18,FALSE
83,Yes,56.135958642698824,717,55.19722480792552,Special,0.9614725962746888,56.94149048067629,2024-05-02,FALSE
84,No,81.19295996148139,2408,40.55258906446397,Special,0.3658176017925143,42.96868441160768,2024-07-01,FALSE
85,Undecided,88.35201163310558,675,56.8672170676291,Primary,0.2875784107018262,4.4035241939127445,2024-10-24,FALSE
86,Yes,17.516795871779323,2355,53.25193624943495,Primary,0.9706375815439969,78.72491772286594,2024-03-12,FALSE
87,Undecided,90.58120208792388,831,40.533336978405714,Special,0.8239169116131961,73.23074960149825,2024-06-14,FALSE
88,Undecided,43.54091330897063,820,50.97808187827468,Special,0.35052135470323265,35.080445487983525,2024-06-13,FALSE
89,Yes,10.93591870740056,1762,56.669761622324586,General,0.7596059592906386,58.53131809271872,2024-03-28,TRUE
90,Yes,17.66799744218588,2270,51.15680763497949,Primary,0.5794468554668128,95.36192021332681,2024-03-30,FALSE
91,Yes,43.04949915967882,2361,47.06149778328836,Primary,0.9369112134445459,13.16944204736501,2024-05-13,FALSE
92,Yes,39.264085330069065,851,58.29806243535131,General,0.010543918702751398,20.47422688920051,2024-09-23,FALSE
93,Undecided,4.150744737125933,1312,59.5324477320537,Special,0.43405337049625814,5.005420395173132,2024-06-23,FALSE
94,Undecided,33.80344414617866,1483,43.672136310487986,Special,0.7735660409089178,29.046113789081573,2024-05-17,FALSE
95,No,16.560951410792768,2487,42.19832148402929,General,0.5125526837073267,21.146719972603023,2024-01-27,FALSE
96,Yes,20.664869621396065,852,55.96404055599123,Special,0.6533775646239519,77.82745610456914,2024-03-20,FALSE
97,Yes,72.05943174194545,896,56.73155766911805,Primary,0.9721792172640562,63.99126937612891,2024-10-25,FALSE
98,No,60.70981191005558,2855,57.60420179925859,Special,0.16849494609050453,33.20382675155997,2024-02-08,FALSE
99,No,17.950628558173776,2508,50.64286136999726,Special,0.8326948855537921,5.2007129881531,2024-05-30,FALSE
100,Yes,48.3295833459124,2264,42.31564077548683,Primary,0.5543566811829805,33.76900355797261,2024-07-13,FALSE
101,Undecided,96.61806931253523,1157,54.01786133646965,Primary,0.6654969954397529,56.131213111802936,2024-07-10,TRUE
102,Yes,90.87116876617074,2285,45.240951078012586,General,0.669863497838378,13.652266142889857,2024-04-23,FALSE
103,Yes,87.29548268020153,1139,45.64951164647937,General,0.69086172292009,74.82849443331361,2024-03-03,FALSE
104,Undecided,60.966780805028975,1811,46.939130504615605,Special,0.9086408806033432,75.74160546064377,2024-03-01,FALSE
105,Undecided,76.80580490268767,2040,43.6940858932212,Special,0.11624580947682261,78.2310311915353,2024-04-27,FALSE
106,Undecided,96.48509991820902,2529,49.73110273480415,General,0.8358152550645173,68.43282952904701,2024-04-30,FALSE
107,Undecided,66.12731404602528,1957,42.67788618337363,Special,0.4933272034395486,28.65894753485918,2024-09-03,FALSE
108,Yes,38.2900167722255,689,46.2498062569648,Primary,0.7299010979477316,24.285850604064763,2024-06-12,FALSE
109,No,17.360021849162877,828,53.023381237871945,Special,0.4314663673285395,73.86057237163186,2024-03-20,FALSE
110,Undecided,22.2750352229923,1376,50.8572329999879,General,0.6099100022111088,89.6877181250602,2024-03-30,FALSE
111,No,70.4584559192881,2345,55.41127822827548,General,0.40940125682391226,80.58648759033531,2024-08-04,FALSE
112,Yes,63.06648785248399,1828,56.65128366090357,General,0.16362730646505952,93.06719736196101,2024-02-05,TRUE
113,Yes,13.43503415118903,2012,40.951726459898055,Primary,0.9658049060963094,49.7573739849031,2024-05-02,TRUE
114,Undecided,69.4186705397442,2602,41.13997167441994,Primary,0.25278924382291734,0.6856612162664533,2024-08-22,FALSE
115,Yes,28.826424619182944,1137,42.12488405406475,Primary,0.44720029341988266,18.881727335974574,2024-06-29,FALSE
116,Undecided,24.648917536251247,2970,45.92460857704282,Special,0.7079414899926633,7.416030438616872,2024-10-30,FALSE
117,No,93.98446588311344,2961,42.01849003788084,Primary,0.11537059186957777,23.638581833802164,2024-05-17,FALSE
118,No,93.04531652014703,2640,41.36640585958958,General,0.24325496423989534,87.94716587290168,2024-10-19,FALSE
119,No,96.65731766726822,737,48.06244441308081,Special,0.031491674249991775,70.0316964648664,2024-02-23,TRUE
120,Undecided,30.593006825074553,687,50.910519822500646,General,0.17843053652904928,35.4145129211247,2024-07-18,FALSE
121,No,59.593742224387825,2852,45.59593881946057,Special,0.48715931037440896,62.45998863596469,2024-07-22,FALSE
122,Yes,29.11308566108346,1903,55.373691129498184,Primary,0.20577230234630406,56.49724802933633,2024-04-12,FALSE
123,Yes,3.342181467451155,1072,56.33610918652266,Special,0.17562273051589727,4.256180580705404,2024-02-20,FALSE
124,Yes,26.76302450709045,1498,51.83750976808369,Special,0.7852031281217933,1.7422292847186327,2024-08-29,FALSE
125,Undecided,57.912355940788984,2267,49.741273135878146,General,0.762143955565989,97.88219772744924,2024-07-28,FALSE
126,No,57.859567436389625,583,45.079708131961524,General,0.9419095229823142,92.96048590913415,2024-10-09,FALSE
127,Yes,68.85466477833688,2011,56.48217349778861,Primary,0.09873616741970181,93.66068663075566,2024-04-25,FALSE
128,Yes,42.815091484226286,2227,47.45541475713253,General,0.055274186888709664,26.788946823216975,2024-01-30,FALSE
129,No,79.51269494369626,1046,52.51666863914579,General,0.38367249560542405,13.525883434340358,2024-05-14,FALSE
130,Yes,62.08161551039666,1181,50.06772004533559,Special,0.9883122411556542,41.470952378585935,2024-03-06,FALSE
131,Yes,3.208844061009586,685,52.18743782956153,Primary,0.9046530777122825,51.83506540488452,2024-05-20,TRUE
132,Yes,64.5029213046655,1127,43.335421909578145,Special,0.2211357206106186,42.17401877976954,2024-10-04,FALSE
133,Undecided,5.118457088246942,2676,50.52914968226105,General,0.07973563950508833,99.30640885140747,2024-01-05,FALSE
134,No,98.265396268107,2098,53.85449854191393,Primary,0.32063420629128814,62.467366037890315,2024-01-06,FALSE
135,Undecided,52.52986375708133,1464,48.69390979409218,Primary,0.6294712373055518,22.868208400905132,2024-10-15,FALSE
136,Undecided,56.64579356089234,1179,47.063707378692925,Primary,0.21948083117604256,73.9636798389256,2024-03-26,TRUE
137,Yes,15.753769595175982,2758,44.524128935299814,Primary,0.18256417382508516,21.602032845839858,2024-05-22,FALSE
138,Yes,13.199674640782177,2467,56.2516823457554,General,0.7768204743042588,72.16125098057091,2024-10-30,FALSE
139,No,98.04615748580545,1713,45.9267684770748,Primary,0.29699503583833575,87.57106221746653,2024-10-03,FALSE
140,Undecided,22.13454006705433,2409,52.254211199469864,Special,0.16617410886101425,51.97376925498247,2024-10-24,FALSE
141,Undecided,83.22697458788753,2298,44.60235356353223,Primary,0.8107030699029565,22.774401493370533,2024-08-18,FALSE
142,No,74.01081833522767,694,41.47094410844147,Special,0.3929512130562216,58.87275089044124,2024-09-24,FALSE
143,Undecided,34.32824979536235,573,58.31568119581789,Special,0.27314868615940213,78.78840495832264,2024-07-31,FALSE
144,Undecided,71.0637649288401,1473,44.249318512156606,Primary,0.5933935940265656,97.4681339925155,2024-07-09,FALSE
145,Yes,80.45754351187497,2736,42.64239043928683,General,0.12591254338622093,65.0382777210325,2024-04-25,FALSE
146,No,86.88024764414877,2262,52.55148879252374,General,0.35937680676579475,36.99798621237278,2024-03-13,FALSE
147,Yes,84.4133845064789,1008,50.801551970653236,General,2.913826610893011e-4,24.821679992601275,2024-05-26,FALSE
148,No,53.76675163861364,2673,54.14558327291161,General,0.40424946043640375,21.52428193949163,2024-08-29,FALSE
149,Yes,16.323228692635894,1496,52.203092109411955,Special,0.6255675365682691,38.77142884302884,2024-06-29,FALSE
150,Yes,89.66500794049352,2704,43.427793397568166,Primary,0.7244602164719254,42.59798573330045,2024-05-30,FALSE
151,No,32.78817757964134,1123,46.896194126456976,General,0.6959393518045545,21.350999851711094,2024-09-02,FALSE
152,No,91.09499251935631,2884,56.47061630617827,Primary,0.5825601045507938,42.82452967017889,2024-06-24,FALSE
153,Undecided,16.021696128882468,711,43.654229156672955,Primary,0.7696190616115928,20.12087656185031,2024-10-23,FALSE
154,Yes,64.65672133490443,810,59.75430771242827,General,0.2198198193218559,47.82548784278333,2024-06-09,FALSE
155,Yes,20.408210391178727,2508,47.748014903627336,Special,0.17235818784683943,91.81156598497182,2024-06-06,FALSE
156,No,2.0306974416598678,1843,59.400452114641666,Special,0.35416716313920915,88.23231088463217,2024-09-03,FALSE
157,Yes,7.891532382927835,1134,46.387747060507536,General,0.9467758170794696,93.00356730818748,2024-08-14,FALSE
158,Yes,1.745039876550436,2526,51.35210931766778,Special,0.1310295087751001,55.71199080441147,2024-07-03,FALSE
159,Yes,98.40758768841624,1437,42.958381730131805,Primary,0.09627700154669583,19.656978198327124,2024-01-16,FALSE
160,No,67.19623839017004,2894,58.76963830552995,Special,0.3472134852781892,95.29267470352352,2024-10-22,FALSE
161,No,82.8428904293105,1144,46.109997308813035,Special,0.796773636713624,76.04822479188442,2024-01-10,FALSE
162,Undecided,96.89313231501728,2864,48.81638623774052,Primary,0.050049897748976946,84.3439425341785,2024-02-18,FALSE
163,Undecided,5.810472462326288,2077,54.90443573798984,General,0.5918536311946809,50.48513801302761,2024-09-23,TRUE
164,No,98.30165891908109,2699,47.38506833091378,Primary,0.848091275896877,34.047676785849035,2024-09-30,FALSE
165,No,92.45877803768963,1909,56.57531877513975,Special,0.013361284276470542,18.479197332635522,2024-06-22,FALSE
166,No,9.393453411757946,2576,59.81107118539512,Primary,0.7964544002898037,97.17318166512996,2024-04-08,FALSE
167,Undecided,95.57387013919652,1559,56.420395616441965,Special,0.6680494910106063,41.33251772727817,2024-09-06,FALSE
168,No,73.20363100152463,993,57.60205000638962,Special,0.17732298257760704,3.055721172131598,2024-01-30,FALSE
169,No,79.07850791234523,1897,59.3117696326226,General,0.5264109401032329,62.15182051528245,2024-05-25,FALSE
170,Undecided,55.4059277754277,1716,51.168832471594214,General,0.19909323658794165,78.21775563061237,2024-04-13,FALSE
171,Yes,57.907058484852314,2271,49.702744404785335,Special,0.3849670793861151,28.326020459644496,2024-02-08,FALSE
172,No,34.91852097213268,1948,42.075254395604134,Primary,0.29496263177134097,19.00391303934157,2024-02-09,FALSE
173,Yes,29.001202550716698,2758,54.018153068609536,Primary,0.682093643816188,45.63521191012114,2024-04-25,FALSE
174,Undecided,81.39620248693973,578,44.29478512145579,Special,0.8790074242278934,96.82548805139959,2024-01-16,FALSE
175,Undecided,74.97611830476671,2742,56.25502172391862,General,0.21155142644420266,84.78952685836703,2024-05-18,FALSE
176,Undecided,88.32557692658156,1809,59.20601536985487,Primary,0.009420055197551847,28.577064303681254,2024-08-12,FALSE
177,Undecided,91.2513559916988,1426,46.60715663339943,Special,0.5392838448751718,40.939611406065524,2024-02-12,FALSE
178,Yes,71.34343460202217,2734,45.52916563116014,Special,0.4893885573837906,83.53467560373247,2024-07-08,FALSE
179,Undecided,95.24263557977974,1444,54.86680175643414,General,0.08384261233732104,85.64902564976364,2024-06-28,FALSE
180,No,33.591909846290946,1059,40.85129598155618,Primary,0.5025423413608223,31.48511277977377,2024-07-31,FALSE
181,No,54.284550016745925,621,54.80428712442517,General,0.2863702988252044,21.313595306128263,2024-07-18,FALSE
182,Yes,55.4954435210675,1976,54.493633466772735,Primary,0.4444047592114657,12.22074853722006,2024-09-02,TRUE
183,No,11.25445005018264,1589,52.820621519349515,Special,0.5185958035290241,66.80490053258836,2024-01-18,FALSE
184,Yes,27.104789833538234,2836,43.361350749619305,Primary,0.583399387774989,63.941334025003016,2024-05-11,FALSE
185,No,76.93742790725082,1052,50.03324708901346,General,0.0038799038156867027,38.72118659783155,2024-01-24,FALSE
186,Yes,29.23287837766111,1290,42.36224211752415,General,0.7302080322988331,28.21354258339852,2024-01-31,FALSE
187,Yes,10.330225061625242,1998,53.18818007595837,Special,0.19719244143925607,17.173604993149638,2024-03-04,FALSE
188,Yes,20.43053270317614,2110,56.3848471455276,Primary,0.795275836950168,40.366696612909436,2024-05-28,FALSE
189,Undecided,57.39632714539766,806,43.474537935107946,General,0.6221302985213697,82.92916992213577,2024-10-12,FALSE
190,Undecided,82.87719562649727,2601,50.437006815336645,Primary,0.7342707691714168,48.301538662053645,2024-07-18,FALSE
191,No,66.84251523111016,1955,44.45897827856243,General,0.3678713843692094,81.91257719881833,2024-04-19,FALSE
192,No,49.12121552042663,2485,40.425098366104066,General,0.687499179970473,19.312993343919516,2024-08-19,FALSE
193,Undecided,18.314796593040228,2306,47.25396083667874,Special,0.24060290306806564,24.38808400183916,2024-07-18,FALSE
194,No,27.629728289321065,1010,55.575654078274965,General,0.7461050825659186,22.02075165696442,2024-10-25,FALSE
195,Undecided,73.26106638647616,793,40.21438377443701,Primary,0.19095312734134495,79.20191865414381,2024-06-07,FALSE
196,Yes,10.57545815128833,577,51.647896696813405,Primary,0.2300106247421354,89.69421363435686,2024-05-04,FALSE
197,Undecided,77.82176288310438,1424,50.043634376488626,Special,0.8846946652047336,34.608089667744935,2024-09-03,FALSE
198,Undecided,66.10054837074131,1904,49.202547864988446,Special,0.8897057303693146,29.136507585644722,2024-05-09,FALSE
199,Undecided,98.59871882945299,2079,56.164818299002945,Primary,0.5466709695756435,33.40313066728413,2024-03-02,FALSE
200,Undecided,14.505918277427554,840,58.49496336188167,Special,0.05841453047469258,97.19195123761892,2024-03-15,FALSE
201,Undecided,47.53959288354963,1046,48.54082540143281,Special,0.5363595390226692,95.84646944422275,2024-04-27,FALSE
202,Undecided,17.98302761744708,2378,48.16393562592566,General,0.9653102953452617,96.46654159296304,2024-08-07,FALSE
203,No,85.3602769318968,2210,54.140947493724525,Primary,0.9211714863777161,22.271130606532097,2024-10-08,FALSE
204,Yes,1.5624458668753505,1485,52.81385663896799,Special,0.2056571247521788,43.536751507781446,2024-09-12,FALSE
205,No,22.81844737008214,2052,51.90753626637161,Primary,0.011519458377733827,97.8583806194365,2024-07-04,FALSE
206,No,32.74387090932578,1170,49.76891182363033,General,0.9935758512001485,4.389302572235465,2024-10-05,FALSE
207,Undecided,84.02258947025985,1891,54.095483678393066,Primary,0.45173343271017075,53.927815705537796,2024-03-02,FALSE
208,No,98.05417298339307,545,40.644974717870355,Primary,0.04568785522133112,59.47844621259719,2024-09-01,FALSE
209,Undecided,4.897231771610677,1486,49.697571960277855,General,0.015652708476409316,50.88784759864211,2024-05-11,FALSE
210,Yes,22.404167149215937,2322,59.193965015001595,Primary,0.28054385585710406,50.671727606095374,2024-09-26,FALSE
211,Yes,59.164063865318894,1364,55.51480040419847,Primary,0.6487174048088491,43.07295856997371,2024-03-28,FALSE
212,Undecided,34.379391092807055,1473,46.72606575768441,Primary,0.4617385626770556,95.57604393921793,2024-04-03,FALSE
213,Undecided,16.712780110538006,2203,57.04163734335452,General,0.3006378631107509,40.01938132569194,2024-08-14,FALSE
214,Yes,42.03001935966313,1321,54.5354127837345,Special,0.95502292457968,82.60739049874246,2024-05-06,FALSE
215,Yes,89.45752831641585,2470,44.146239520050585,Primary,0.9087860113941133,87.87300623953342,2024-10-27,TRUE
216,Undecided,1.8398274201899767,2023,57.51754455268383,Special,0.24772095633670688,2.43844180367887,2024-03-06,FALSE
217,Yes,59.027620241977274,1994,57.30066844262183,General,0.9806863849516958,31.63610806223005,2024-08-08,FALSE
218,Yes,30.554876988753676,784,51.65977709926665,General,0.6894704862497747,87.45586739387363,2024-08-09,FALSE
219,No,94.31261820718646,2415,51.15031979512423,Special,0.1159736483823508,84.25173489376903,2024-01-07,FALSE
220,Undecided,70.29741643927991,1601,42.44510680437088,Primary,0.4721442963927984,68.3477993356064,2024-06-10,FALSE
221,Yes,33.76978705637157,2191,54.50727552641183,Primary,0.979718946153298,41.75009103491902,2024-08-20,FALSE
222,Undecided,34.25586009398103,2668,51.91807635128498,General,0.8683579179923981,72.94456560630351,2024-02-28,FALSE
223,Undecided,62.1890060370788,1778,47.05591544043273,General,0.9571354445070028,7.0956055307760835,2024-02-08,TRUE
224,No,54.19164267368615,900,50.13934866990894,Special,0.7455395327415317,79.70224423334002,2024-05-12,FALSE
225,Undecided,85.6233314378187,2132,45.58252041693777,Primary,0.9442934209946543,95.59787921607494,2024-01-22,FALSE
226,No,58.549453504383564,1952,52.47996293473989,Special,0.4200670630671084,83.25722084846348,2024-05-17,FALSE
227,No,23.32747469190508,1472,57.05827382393181,Primary,0.6796395818237215,7.831712788902223,2024-05-09,FALSE
228,Undecided,72.53827201202512,1744,57.57267146371305,Primary,0.7854289640672505,41.193097294308245,2024-04-08,FALSE
229,Yes,73.40936078689992,878,56.086733252741396,Primary,0.07576806657016277,59.247463499195874,2024-01-19,TRUE
230,No,44.43637828808278,525,41.56877395696938,Special,0.6044608866795897,64.59122789092362,2024-02-04,FALSE
231,Yes,66.8893649475649,726,53.49497702438384,Primary,0.733131701592356,88.09898444451392,2024-10-13,FALSE
232,No,78.98091999813914,1697,49.270826443098485,Special,0.16587505908682942,65.05095404572785,2024-10-27,FALSE
233,No,96.47588469088078,1232,51.281188945285976,General,0.6365409158170223,42.904797359369695,2024-07-31,FALSE
234,No,96.22443674597889,2761,42.09053098689765,Special,0.89986348641105,25.321162142790854,2024-03-12,FALSE
235,Undecided,81.25264062546194,2898,53.7610051734373,General,0.9320118804462254,87.60311610531062,2024-08-08,FALSE
236,Yes,14.561905688606203,1552,56.61465593613684,General,0.4090572346467525,46.330468892119825,2024-08-12,FALSE
237,No,41.74183448776603,1187,51.6034400742501,General,0.8250918630510569,63.77594645600766,2024-10-25,FALSE
238,Yes,59.51586428564042,2368,58.09691866859794,Special,0.5911615008953959,83.21361786220223,2024-04-16,FALSE
239,No,98.440704587847,2294,41.28274573944509,Primary,0.49843415478244424,2.2562821628525853,2024-05-02,FALSE
240,Yes,12.460451456718147,2124,54.399325316771865,General,0.7454731103498489,67.68000957090408,2024-04-27,FALSE
241,Yes,97.72787014953792,2710,41.77026567514986,Primary,0.11430889996699989,94.77741601876915,2024-06-22,FALSE
242,No,98.51054626051337,2930,53.9574837917462,Special,0.1298880053218454,40.439286665059626,2024-05-27,FALSE
243,Undecided,74.83340287581086,2258,46.65129503235221,Primary,0.11524495761841536,2.2517526987940073,2024-03-11,FALSE
244,Yes,37.74468190968037,2682,41.98516204953194,General,0.971280008321628,98.64608694333583,2024-05-18,FALSE
245,Undecided,12.686287332326174,2331,40.486251530237496,General,0.7525509614497423,89.88333044108003,2024-04-05,FALSE
